	Xm	Ym	Species	Light	Where	Photo	Lab.acclimation
20	16.929	7.82	Gm. fasciatus	G	R	P7293495	long
1	18.919	0.504	Gm. fasciatus	R	L	P7293496	long
2	49.795	0.7	Gm. fasciatus	R	L	P7293496	long
3	32.948	0.876	Gm. fasciatus	R	L	P7293496	long
4	18.735	1.978	Gm. fasciatus	R	L	P7293496	long
5	24.668	2.473	Gm. fasciatus	R	L	P7293496	long
6	14.803	2.674	Gm. fasciatus	R	L	P7293496	long
7	15.332	2.928	Gm. fasciatus	R	L	P7293496	long
8	56.085	2.957	Gm. fasciatus	R	L	P7293496	long
9	14.959	2.998	Gm. fasciatus	R	L	P7293496	long
10	37.969	3.759	Gm. fasciatus	R	L	P7293496	long
11	56.085	4.095	Gm. fasciatus	R	L	P7293496	long
12	55.651	4.341	Gm. fasciatus	R	L	P7293496	long
13	56.446	4.349	Gm. fasciatus	R	L	P7293496	long
14	38.714	4.668	Gm. fasciatus	R	L	P7293496	long
15	8.223	5.098	Gm. fasciatus	R	L	P7293496	long
16	32.105	5.184	Gm. fasciatus	R	L	P7293496	long
17	29.562	5.516	Gm. fasciatus	R	L	P7293496	long
18	32.048	5.553	Gm. fasciatus	R	L	P7293496	long
19	39.828	6.749	Gm. fasciatus	R	L	P7293496	long
20	36.757	7.568	Gm. fasciatus	R	L	P7293496	long
1	3.407	0.803	Gm. fasciatus	K		P7293497	long
2	3.669	1.048	Gm. fasciatus	K		P7293497	long
3	40.512	1.568	Gm. fasciatus	K		P7293497	long
4	43.993	1.708	Gm. fasciatus	K		P7293497	long
5	40.191	1.843	Gm. fasciatus	K		P7293497	long
6	27.458	2.162	Gm. fasciatus	K		P7293497	long
7	15.79	2.555	Gm. fasciatus	K		P7293497	long
8	55.627	4.021	Gm. fasciatus	K		P7293497	long
9	56.208	4.316	Gm. fasciatus	K		P7293497	long
10	18.444	4.477	Gm. fasciatus	K		P7293497	long
11	9.795	5.23	Gm. fasciatus	K		P7293497	long
12	20.029	5.319	Gm. fasciatus	K		P7293497	long
13	24.73	5.5	Gm. fasciatus	K		P7293497	long
14	54.644	5.708	Gm. fasciatus	K		P7293497	long
15	53.833	6.085	Gm. fasciatus	K		P7293497	long
16	19.853	6.77	Gm. fasciatus	K		P7293497	long
17	30.59	6.855	Gm. fasciatus	K		P7293497	long
18	39.316	7.686	Gm. fasciatus	K		P7293497	long
19	22.007	7.805	Gm. fasciatus	K		P7293497	long
20	22.31	8.247	Gm. fasciatus	K		P7293497	long
1	48.568	0.523	Gm. fasciatus	R	R	P7293498	long
2	6.837	0.936	Gm. fasciatus	R	R	P7293498	long
3	7.73	1.807	Gm. fasciatus	R	R	P7293498	long
4	7.915	2.177	Gm. fasciatus	R	R	P7293498	long
5	11.715	2.395	Gm. fasciatus	R	R	P7293498	long
6	3.288	2.853	Gm. fasciatus	R	R	P7293498	long
7	15.569	2.951	Gm. fasciatus	R	R	P7293498	long
8	19.271	3.038	Gm. fasciatus	R	R	P7293498	long
9	16.244	3.092	Gm. fasciatus	R	R	P7293498	long
10	34.104	3.326	Gm. fasciatus	R	R	P7293498	long
11	6.652	3.343	Gm. fasciatus	R	R	P7293498	long
12	35.171	4.262	Gm. fasciatus	R	R	P7293498	long
13	56.038	4.377	Gm. fasciatus	R	R	P7293498	long
14	23.647	4.769	Gm. fasciatus	R	R	P7293498	long
15	29.695	4.943	Gm. fasciatus	R	R	P7293498	long
16	26.946	5.416	Gm. fasciatus	R	R	P7293498	long
17	57.224	5.575	Gm. fasciatus	R	R	P7293498	long
18	56.935	6.119	Gm. fasciatus	R	R	P7293498	long
19	38.253	6.892	Gm. fasciatus	R	R	P7293498	long
20	6.304	7.098	Gm. fasciatus	R	R	P7293498	long
1	18.462	1.1	Gm. fasciatus	B	L	P7293499	long
2	55.868	1.402	Gm. fasciatus	B	L	P7293499	long
3	52.553	1.774	Gm. fasciatus	B	L	P7293499	long
4	56.044	1.766	Gm. fasciatus	B	L	P7293499	long
5	52.095	2.076	Gm. fasciatus	B	L	P7293499	long
6	55.381	2.084	Gm. fasciatus	B	L	P7293499	long
7	55.782	2.076	Gm. fasciatus	B	L	P7293499	long
8	20.375	2.097	Gm. fasciatus	B	L	P7293499	long
9	34.234	2.191	Gm. fasciatus	B	L	P7293499	long
10	56.06	2.371	Gm. fasciatus	B	L	P7293499	long
11	56.861	2.935	Gm. fasciatus	B	L	P7293499	long
12	55.104	3.392	Gm. fasciatus	B	L	P7293499	long
13	55.014	4.594	Gm. fasciatus	B	L	P7293499	long
14	55.659	4.872	Gm. fasciatus	B	L	P7293499	long
15	23.53	4.958	Gm. fasciatus	B	L	P7293499	long
16	19.574	5.775	Gm. fasciatus	B	L	P7293499	long
17	57.008	5.918	Gm. fasciatus	B	L	P7293499	long
18	40.349	5.939	Gm. fasciatus	B	L	P7293499	long
19	52.251	6.033	Gm. fasciatus	B	L	P7293499	long
20	17.351	7.52	Gm. fasciatus	B	L	P7293499	long
1	6.095	0.343	Gm. fasciatus	K		P7293500	long
2	50.466	0.743	Gm. fasciatus	K		P7293500	long
3	54.395	0.833	Gm. fasciatus	K		P7293500	long
4	5.114	1.018	Gm. fasciatus	K		P7293500	long
5	17.7	1.034	Gm. fasciatus	K		P7293500	long
6	27.459	1.74	Gm. fasciatus	K		P7293500	long
7	48.824	2.026	Gm. fasciatus	K		P7293500	long
8	34.216	2.047	Gm. fasciatus	K		P7293500	long
9	47.026	2.103	Gm. fasciatus	K		P7293500	long
10	7.786	2.157	Gm. fasciatus	K		P7293500	long
11	29.714	3.031	Gm. fasciatus	K		P7293500	long
12	3.856	4.472	Gm. fasciatus	K		P7293500	long
13	40.882	5.523	Gm. fasciatus	K		P7293500	long
14	33.725	7.168	Gm. fasciatus	K		P7293500	long
15	12.692	7.488	Gm. fasciatus	K		P7293500	long
16	29.714	7.721	Gm. fasciatus	K		P7293500	long
17	12.451	7.745	Gm. fasciatus	K		P7293500	long
18	46.711	7.745	Gm. fasciatus	K		P7293500	long
19	33.73	7.774	Gm. fasciatus	K		P7293500	long
20	48.028	8.203	Gm. fasciatus	K		P7293500	long
1	5.403	1.004	Gm. fasciatus	B	R	P7293501	long
2	3.419	1.143	Gm. fasciatus	B	R	P7293501	long
3	8.308	1.2	Gm. fasciatus	B	R	P7293501	long
4	2.693	1.257	Gm. fasciatus	B	R	P7293501	long
5	9.124	1.485	Gm. fasciatus	B	R	P7293501	long
6	6.015	1.575	Gm. fasciatus	B	R	P7293501	long
7	7.157	2.53	Gm. fasciatus	B	R	P7293501	long
8	3.166	2.709	Gm. fasciatus	B	R	P7293501	long
9	6.912	2.767	Gm. fasciatus	B	R	P7293501	long
10	6.096	4.032	Gm. fasciatus	B	R	P7293501	long
11	17.987	4.265	Gm. fasciatus	B	R	P7293501	long
12	3.15	4.276	Gm. fasciatus	B	R	P7293501	long
13	12.645	4.276	Gm. fasciatus	B	R	P7293501	long
14	10.316	5.19	Gm. fasciatus	B	R	P7293501	long
15	48.036	5.615	Gm. fasciatus	B	R	P7293501	long
16	56.801	6.472	Gm. fasciatus	B	R	P7293501	long
17	20.06	7.28	Gm. fasciatus	B	R	P7293501	long
18	7.463	7.822	Gm. fasciatus	B	R	P7293501	long
19	7.806	7.945	Gm. fasciatus	B	R	P7293501	long
20	44.701	8.096	Gm. fasciatus	B	R	P7293501	long
1	17.705	0.992	Gm. fasciatus	K		P7293503	long
2	33.906	1.276	Gm. fasciatus	K		P7293503	long
3	25.833	1.395	Gm. fasciatus	K		P7293503	long
4	6.868	1.439	Gm. fasciatus	K		P7293503	long
5	25.909	1.739	Gm. fasciatus	K		P7293503	long
6	24.317	2.175	Gm. fasciatus	K		P7293503	long
7	9.289	2.257	Gm. fasciatus	K		P7293503	long
8	5.211	2.409	Gm. fasciatus	K		P7293503	long
9	17.138	2.551	Gm. fasciatus	K		P7293503	long
10	10.335	3.162	Gm. fasciatus	K		P7293503	long
11	26.193	3.701	Gm. fasciatus	K		P7293503	long
12	21.014	3.81	Gm. fasciatus	K		P7293503	long
13	26.564	3.827	Gm. fasciatus	K		P7293503	long
14	39.771	5.691	Gm. fasciatus	K		P7293503	long
15	19.231	6.028	Gm. fasciatus	K		P7293503	long
16	32.238	7.097	Gm. fasciatus	K		P7293503	long
17	14.129	7.195	Gm. fasciatus	K		P7293503	long
18	12.2	7.49	Gm. fasciatus	K		P7293503	long
19	34.516	7.544	Gm. fasciatus	K		P7293503	long
20	15.176	7.653	Gm. fasciatus	K		P7293503	long
1	12.547	1.059	Gm. fasciatus	G	R	P7293504	long
2	11.262	2.093	Gm. fasciatus	G	R	P7293504	long
3	3.712	2.11	Gm. fasciatus	G	R	P7293504	long
4	11.545	2.736	Gm. fasciatus	G	R	P7293504	long
5	4.35	2.756	Gm. fasciatus	G	R	P7293504	long
6	8.258	2.895	Gm. fasciatus	G	R	P7293504	long
7	3.778	3.107	Gm. fasciatus	G	R	P7293504	long
8	23.614	3.712	Gm. fasciatus	G	R	P7293504	long
9	11.435	3.782	Gm. fasciatus	G	R	P7293504	long
10	8.516	4.763	Gm. fasciatus	G	R	P7293504	long
11	13.692	4.926	Gm. fasciatus	G	R	P7293504	long
12	11.296	5.155	Gm. fasciatus	G	R	P7293504	long
13	57.097	5.666	Gm. fasciatus	G	R	P7293504	long
14	34.46	6.823	Gm. fasciatus	G	R	P7293504	long
15	36.554	7.151	Gm. fasciatus	G	R	P7293504	long
16	30.319	7.244	Gm. fasciatus	G	R	P7293504	long
17	3.794	7.261	Gm. fasciatus	G	R	P7293504	long
18	25.74	7.31	Gm. fasciatus	G	R	P7293504	long
19	16.963	7.588	Gm. fasciatus	G	R	P7293504	long
20	10.935	7.817	Gm. fasciatus	G	R	P7293504	long
1	7.081	1.332	Gm. fasciatus	B	R	P7293505	long
2	6.743	1.454	Gm. fasciatus	B	R	P7293505	long
3	6.552	1.732	Gm. fasciatus	B	R	P7293505	long
4	7.124	1.904	Gm. fasciatus	B	R	P7293505	long
5	6.671	2.055	Gm. fasciatus	B	R	P7293505	long
6	29.935	2.276	Gm. fasciatus	B	R	P7293505	long
7	44.6	3.276	Gm. fasciatus	B	R	P7293505	long
8	13.714	3.497	Gm. fasciatus	B	R	P7293505	long
9	26.385	3.574	Gm. fasciatus	B	R	P7293505	long
10	9.064	3.975	Gm. fasciatus	B	R	P7293505	long
11	57.447	4.547	Gm. fasciatus	B	R	P7293505	long
12	6.503	4.956	Gm. fasciatus	B	R	P7293505	long
13	6.377	5.698	Gm. fasciatus	B	R	P7293505	long
14	45.433	5.752	Gm. fasciatus	B	R	P7293505	long
15	57.162	5.768	Gm. fasciatus	B	R	P7293505	long
16	40.523	5.792	Gm. fasciatus	B	R	P7293505	long
17	10.6	5.903	Gm. fasciatus	B	R	P7293505	long
18	45.278	6.168	Gm. fasciatus	B	R	P7293505	long
19	18.096	6.405	Gm. fasciatus	B	R	P7293505	long
20	39.191	8.047	Gm. fasciatus	B	R	P7293505	long
1	17.76	0.409	Gm. fasciatus	K		P7293506	long
2	51.104	0.654	Gm. fasciatus	K		P7293506	long
3	53.459	1.39	Gm. fasciatus	K		P7293506	long
4	17.629	1.789	Gm. fasciatus	K		P7293506	long
5	8.493	2.082	Gm. fasciatus	K		P7293506	long
6	12.145	2.671	Gm. fasciatus	K		P7293506	long
7	12.254	3.031	Gm. fasciatus	K		P7293506	long
8	14.064	3.097	Gm. fasciatus	K		P7293506	long
9	13.868	3.457	Gm. fasciatus	K		P7293506	long
10	25.293	3.511	Gm. fasciatus	K		P7293506	long
11	16.397	3.969	Gm. fasciatus	K		P7293506	long
12	34.44	4.262	Gm. fasciatus	K		P7293506	long
13	42.442	5.048	Gm. fasciatus	K		P7293506	long
14	41.384	5.233	Gm. fasciatus	K		P7293506	long
15	14.631	5.516	Gm. fasciatus	K		P7293506	long
16	33.197	5.897	Gm. fasciatus	K		P7293506	long
17	50.662	6.77	Gm. fasciatus	K		P7293506	long
18	8.111	7.467	Gm. fasciatus	K		P7293506	long
19	12.167	7.482	Gm. fasciatus	K		P7293506	long
20	14.98	7.49	Gm. fasciatus	K		P7293506	long
1	5.146	0.506	Gm. fasciatus	Y	R	P7293507	long
2	44.4	0.8	Gm. fasciatus	Y	R	P7293507	long
3	47.662	0.849	Gm. fasciatus	Y	R	P7293507	long
4	10.569	0.861	Gm. fasciatus	Y	R	P7293507	long
5	47.263	0.919	Gm. fasciatus	Y	R	P7293507	long
6	7.784	0.972	Gm. fasciatus	Y	R	P7293507	long
7	24.879	1.16	Gm. fasciatus	Y	R	P7293507	long
8	10.798	1.171	Gm. fasciatus	Y	R	P7293507	long
9	5.317	1.625	Gm. fasciatus	Y	R	P7293507	long
10	5.913	1.977	Gm. fasciatus	Y	R	P7293507	long
11	19.603	2.222	Gm. fasciatus	Y	R	P7293507	long
12	42.407	2.439	Gm. fasciatus	Y	R	P7293507	long
13	7.743	2.753	Gm. fasciatus	Y	R	P7293507	long
14	5.775	2.883	Gm. fasciatus	Y	R	P7293507	long
15	39.707	3.475	Gm. fasciatus	Y	R	P7293507	long
16	10.863	3.916	Gm. fasciatus	Y	R	P7293507	long
17	29.177	4.99	Gm. fasciatus	Y	R	P7293507	long
18	7.637	5.309	Gm. fasciatus	Y	R	P7293507	long
19	57.076	5.521	Gm. fasciatus	Y	R	P7293507	long
20	9.845	7.155	Gm. fasciatus	Y	R	P7293507	long
