	Xm	Ym	Species	Light	Where	Photo	Lab.acclimation
14	12.726	4.977	E. cyaneus	K	K	P7283456_K_cnt	long
15	51.651	5.141	E. cyaneus	K	K	P7283456_K_cnt	long
16	55.698	5.635	E. cyaneus	K	K	P7283456_K_cnt	long
17	6.375	5.684	E. cyaneus	K	K	P7283456_K_cnt	long
18	52.161	7.494	E. cyaneus	K	K	P7283456_K_cnt	long
19	50.845	7.938	E. cyaneus	K	K	P7283456_K_cnt	long
20	47.752	8.399	E. cyaneus	K	K	P7283456_K_cnt	long
1	3.447	0.518	E. cyaneus	B	R	P7283457_BR_cnt	long
2	4.977	0.88	E. cyaneus	B	R	P7283457_BR_cnt	long
3	6.721	0.995	E. cyaneus	B	R	P7283457_BR_cnt	long
4	9.501	1.39	E. cyaneus	B	R	P7283457_BR_cnt	long
5	6.243	1.44	E. cyaneus	B	R	P7283457_BR_cnt	long
6	3.364	1.555	E. cyaneus	B	R	P7283457_BR_cnt	long
7	5.799	1.588	E. cyaneus	B	R	P7283457_BR_cnt	long
8	9.386	1.785	E. cyaneus	B	R	P7283457_BR_cnt	long
9	7.395	1.851	E. cyaneus	B	R	P7283457_BR_cnt	long
10	34.787	2.163	E. cyaneus	B	R	P7283457_BR_cnt	long
11	2.525	2.706	E. cyaneus	B	R	P7283457_BR_cnt	long
12	3.595	2.706	E. cyaneus	B	R	P7283457_BR_cnt	long
13	2.706	3.299	E. cyaneus	B	R	P7283457_BR_cnt	long
14	2.443	4.384	E. cyaneus	B	R	P7283457_BR_cnt	long
15	4.681	5.24	E. cyaneus	B	R	P7283457_BR_cnt	long
16	3.43	5.553	E. cyaneus	B	R	P7283457_BR_cnt	long
17	3.529	6.424	E. cyaneus	B	R	P7283457_BR_cnt	long
18	3.134	7.774	E. cyaneus	B	R	P7283457_BR_cnt	long
19	51.848	8.234	E. cyaneus	B	R	P7283457_BR_cnt	long
20	4.055	8.267	E. cyaneus	B	R	P7283457_BR_cnt	long
1	12.892	2.588	E. cyaneus	K	K	P7283458_K_cnt	long
2	31.331	2.835	E. cyaneus	K	K	P7283458_K_cnt	long
3	2.473	2.901	E. cyaneus	K	K	P7283458_K_cnt	long
4	48.389	2.999	E. cyaneus	K	K	P7283458_K_cnt	long
5	10.444	3.657	E. cyaneus	K	K	P7283458_K_cnt	long
6	11.298	4.067	E. cyaneus	K	K	P7283458_K_cnt	long
7	7.075	4.215	E. cyaneus	K	K	P7283458_K_cnt	long
8	36.031	4.248	E. cyaneus	K	K	P7283458_K_cnt	long
9	9.507	4.528	E. cyaneus	K	K	P7283458_K_cnt	long
10	52.169	5.251	E. cyaneus	K	K	P7283458_K_cnt	long
11	31.775	5.316	E. cyaneus	K	K	P7283458_K_cnt	long
12	41.684	5.349	E. cyaneus	K	K	P7283458_K_cnt	long
13	52.942	5.694	E. cyaneus	K	K	P7283458_K_cnt	long
14	9.491	5.974	E. cyaneus	K	K	P7283458_K_cnt	long
15	15.62	6.237	E. cyaneus	K	K	P7283458_K_cnt	long
16	26.319	7.765	E. cyaneus	K	K	P7283458_K_cnt	long
17	23.87	7.88	E. cyaneus	K	K	P7283458_K_cnt	long
18	26.927	8.258	E. cyaneus	K	K	P7283458_K_cnt	long
19	26.894	8.603	E. cyaneus	K	K	P7283458_K_cnt	long
20	45.875	8.767	E. cyaneus	K	K	P7283458_K_cnt	long
1	11.33	0.765	E. cyaneus	R	R	P7283459_RR_cnt	long
2	5.982	0.897	E. cyaneus	R	R	P7283459_RR_cnt	long
3	3.645	1.44	E. cyaneus	R	R	P7283459_RR_cnt	long
4	53.491	2.115	E. cyaneus	R	R	P7283459_RR_cnt	long
5	3.974	2.296	E. cyaneus	R	R	P7283459_RR_cnt	long
6	42.433	2.608	E. cyaneus	R	R	P7283459_RR_cnt	long
7	8.072	2.641	E. cyaneus	R	R	P7283459_RR_cnt	long
8	4.27	2.97	E. cyaneus	R	R	P7283459_RR_cnt	long
9	2.559	3.25	E. cyaneus	R	R	P7283459_RR_cnt	long
10	10.228	3.365	E. cyaneus	R	R	P7283459_RR_cnt	long
11	4.649	3.579	E. cyaneus	R	R	P7283459_RR_cnt	long
12	3.793	3.859	E. cyaneus	R	R	P7283459_RR_cnt	long
13	14.539	4.715	E. cyaneus	R	R	P7283459_RR_cnt	long
14	7.825	5.538	E. cyaneus	R	R	P7283459_RR_cnt	long
15	28.379	6.607	E. cyaneus	R	R	P7283459_RR_cnt	long
16	3.925	6.657	E. cyaneus	R	R	P7283459_RR_cnt	long
17	26.24	6.722	E. cyaneus	R	R	P7283459_RR_cnt	long
18	8.763	6.986	E. cyaneus	R	R	P7283459_RR_cnt	long
19	38.5	7.068	E. cyaneus	R	R	P7283459_RR_cnt	long
20	6.443	8.171	E. cyaneus	R	R	P7283459_RR_cnt	long
1	56.952	1.109	E. cyaneus	K	K	P7283460_K_cnt	long
2	44.121	2.785	E. cyaneus	K	K	P7283460_K_cnt	long
3	45.074	5.068	E. cyaneus	K	K	P7283460_K_cnt	long
4	7.336	5.085	E. cyaneus	K	K	P7283460_K_cnt	long
5	53.289	6.383	E. cyaneus	K	K	P7283460_K_cnt	long
6	54.209	6.646	E. cyaneus	K	K	P7283460_K_cnt	long
7	27.314	6.958	E. cyaneus	K	K	P7283460_K_cnt	long
8	18.557	6.991	E. cyaneus	K	K	P7283460_K_cnt	long
9	5.397	7.319	E. cyaneus	K	K	P7283460_K_cnt	long
10	12.133	7.319	E. cyaneus	K	K	P7283460_K_cnt	long
11	56.443	7.319	E. cyaneus	K	K	P7283460_K_cnt	long
12	28.447	7.336	E. cyaneus	K	K	P7283460_K_cnt	long
13	7.106	7.451	E. cyaneus	K	K	P7283460_K_cnt	long
14	26.492	7.533	E. cyaneus	K	K	P7283460_K_cnt	long
15	15.452	7.631	E. cyaneus	K	K	P7283460_K_cnt	long
16	39.702	7.927	E. cyaneus	K	K	P7283460_K_cnt	long
17	17.703	7.96	E. cyaneus	K	K	P7283460_K_cnt	long
18	28.595	8.059	E. cyaneus	K	K	P7283460_K_cnt	long
19	28.431	8.42	E. cyaneus	K	K	P7283460_K_cnt	long
20	39.652	8.469	E. cyaneus	K	K	P7283460_K_cnt	long
1	5.014	0.744	E. cyaneus	Y	R	P7283461_YR_cnt	long
2	5.75	0.924	E. cyaneus	Y	R	P7283461_YR_cnt	long
3	22.451	1.677	E. cyaneus	Y	R	P7283461_YR_cnt	long
4	35.014	1.758	E. cyaneus	Y	R	P7283461_YR_cnt	long
5	13.094	2.004	E. cyaneus	Y	R	P7283461_YR_cnt	long
6	18.051	2.135	E. cyaneus	Y	R	P7283461_YR_cnt	long
7	56.377	2.364	E. cyaneus	Y	R	P7283461_YR_cnt	long
8	9.725	2.805	E. cyaneus	Y	R	P7283461_YR_cnt	long
9	25.314	2.854	E. cyaneus	Y	R	P7283461_YR_cnt	long
10	56.36	2.92	E. cyaneus	Y	R	P7283461_YR_cnt	long
11	3.378	3.051	E. cyaneus	Y	R	P7283461_YR_cnt	long
12	6.208	3.443	E. cyaneus	Y	R	P7283461_YR_cnt	long
13	4.441	4.098	E. cyaneus	Y	R	P7283461_YR_cnt	long
14	54.168	4.13	E. cyaneus	Y	R	P7283461_YR_cnt	long
15	4.147	5.046	E. cyaneus	Y	R	P7283461_YR_cnt	long
16	9.921	5.374	E. cyaneus	Y	R	P7283461_YR_cnt	long
17	15.564	5.537	E. cyaneus	Y	R	P7283461_YR_cnt	long
18	55.886	5.881	E. cyaneus	Y	R	P7283461_YR_cnt	long
19	7.565	6.191	E. cyaneus	Y	R	P7283461_YR_cnt	long
20	15.204	7.713	E. cyaneus	Y	R	P7283461_YR_cnt	long
